bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_clean,authors_clean,publisher_clean,combined_text
22669,Open House,Elizabeth Berg,3.7,0613997638,9780613997638,eng,0,0,0,5/1/2001,Turtleback Books,open house,elizabeth berg,turtleback books,open house elizabeth berg turtleback books
22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.76,1886230358,9781886230354,eng,272,51,6,6/1/2001,Impact,feeling better getting better staying better profound self help therapy for your emotions,albert ellis,impact,feeling better getting better staying better profound self help therapy for your emotions albert ellis impact
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,3.92,0679764410,9780679764410,eng,440,20178,590,4/7/1998,Vintage,american sphinx the character of thomas jefferson,joseph j ellis,vintage,american sphinx the character of thomas jefferson joseph j ellis vintage
22681,Line Of Vision,David Ellis,3.81,0425183769,9780425183762,en-US,448,609,82,2/5/2002,G.P. Putnam's Sons,line of vision,david ellis,g p putnam s sons,line of vision david ellis g p putnam s sons
22686,The Other Woman,Jane Green,3.7,0452287146,9780452287143,eng,389,29112,651,6/6/2006,Berkley,the other woman,jane green,berkley,the other woman jane green berkley
22687,No Other Woman (No Other  #2),Shannon Drake,3.78,0380781360,9780380781362,eng,391,299,7,6/1/1996,Avon Books,no other woman no other 2,shannon drake,avon books,no other woman no other 2 shannon drake avon books
22690,The Other Woman (Dundee  Idaho  #7),Brenda Novak,4.11,0373713444,9780373713448,eng,299,560,33,5/9/2006,Harlequin Special Releases,the other woman dundee idaho 7,brenda novak,harlequin special releases,the other woman dundee idaho 7 brenda novak harlequin special releases
22691,The Other Woman,Ann  O'Leary,3.64,1562802348,9781562802349,eng,213,77,6,4/28/1999,Naiad Press,the other woman,ann o leary,naiad press,the other woman ann o leary naiad press
22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,3.52,0380792044,9780380792047,eng,272,58,6,3/9/1999,Avon,sins of a shaker summer sister rose callahan 3,deborah woodworth,avon,sins of a shaker summer sister rose callahan 3 deborah woodworth avon
22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,4.36,1591162025,9781591162025,eng,206,5862,55,1/14/2004,VIZ Media LLC,inuyasha ani manga vol 1 inuyasha ani manga 1,rumiko takahashi,viz media llc,inuyasha ani manga vol 1 inuyasha ani manga 1 rumiko takahashi viz media llc
22718,Pusteblume,Marian Keyes,3.81,3453189345,9783453189348,ger,560,59,0,5/1/2001,Heyne,pusteblume,marian keyes,heyne,pusteblume marian keyes heyne
22724,¿Quién te lo ha contado?,Marian Keyes,3.79,8497936736,9788497936736,spa,648,169,9,12/30/2005,DeBolsillo,quién te lo ha contado,marian keyes,debolsillo,quién te lo ha contado marian keyes debolsillo
22725,Une vie de rêve,Marian Keyes,3.69,271443813X,9782714438133,fre,593,11,4,5/4/2005,Pocket,une vie de rêve,marian keyes,pocket,une vie de rêve marian keyes pocket
22726,Por los pelos,Marian Keyes,3.81,1400002214,9781400002214,spa,592,34,5,9/17/2002,Plaza y Janes,por los pelos,marian keyes,plaza y janes,por los pelos marian keyes plaza y janes
22727,Under the Duvet,Marian Keyes,3.52,0141007478,9780141007472,eng,304,401,43,7/28/2009,Penguin UK,under the duvet,marian keyes,penguin uk,under the duvet marian keyes penguin uk
22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,8497599179,9788497599177,spa,595,204,21,3/30/2003,DeBolsillo,rachel se va de viaje la familia walsh 2,marian keyes,debolsillo,rachel se va de viaje la familia walsh 2 marian keyes debolsillo
22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,3548603254,9783548603254,ger,332,11,2,4/1/2003,List Taschenbuch,yeats ist tot,joseph o connor diethard herles pauline mclynn gerard stembridge frank mccourt conor mcpherson gene kerrigan gina moxley marian keyes anthony cronin owen o neill hugo hamilton charlie o neill tom humphries donal o kelly,list taschenbuch,yeats ist tot joseph o connor diethard herles pauline mclynn gerard stembridge frank mccourt conor mcpherson gene kerrigan gina moxley marian keyes anthony cronin owen o neill hugo hamilton charlie o neill tom humphries donal o kelly list taschenbuch
22739,Le Club de la dernière chance,Marian Keyes,3.81,2266130609,9782266130608,fre,608,6,0,6/5/2003,Pocket,le club de la dernière chance,marian keyes,pocket,le club de la dernière chance marian keyes pocket
22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,2266108271,9782266108270,fre,563,7,1,5/2/2002,Pocket,les vacances de rachel walsh family 2,marian keyes roxane azimi,pocket,les vacances de rachel walsh family 2 marian keyes roxane azimi pocket
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,9788401329548,spa,594,7,0,1/31/2003,DeBolsillo,rachel se va de viaje la familia walsh 2,marian keyes,debolsillo,rachel se va de viaje la familia walsh 2 marian keyes debolsillo
22745,Auszeit für Engel Walsh Family  #3),Marian Keyes,3.75,3453868579,9783453868571,ger,477,16,1,2/1/2003,Heyne,auszeit für engel walsh family 3,marian keyes,heyne,auszeit für engel walsh family 3 marian keyes heyne
22763,Open House,Elizabeth Berg,3.7,0099461269,9780099461265,en-GB,314,61,6,9/29/2003,Arrow Books,open house,elizabeth berg,arrow books,open house elizabeth berg arrow books
22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,0373250479,9780373250479,en-US,312,4756,84,1/23/2004,Red Dress Ink,slightly settled slightly 2,wendy markham,red dress ink,slightly settled slightly 2 wendy markham red dress ink
22784,犬夜叉 8,Rumiko Takahashi,4.26,4091252087,9784091252081,jpn,192,16,0,11/18/1998,小学館,犬夜叉 8,rumiko takahashi,小学館,犬夜叉 8 rumiko takahashi 小学館
22786,犬夜叉 7,Rumiko Takahashi,4.27,4091252079,9784091252074,jpn,192,15,0,8/8/1998,小学館,犬夜叉 7,rumiko takahashi,小学館,犬夜叉 7 rumiko takahashi 小学館
22789,犬夜叉 24,Rumiko Takahashi,4.26,4091256449,9784091256447,jpn,192,11,1,12/18/2001,小学館,犬夜叉 24,rumiko takahashi,小学館,犬夜叉 24 rumiko takahashi 小学館
22799,犬夜叉 28,Rumiko Takahashi,4.29,4091256481,9784091256485,jpn,192,12,1,12/5/2002,小学館,犬夜叉 28,rumiko takahashi,小学館,犬夜叉 28 rumiko takahashi 小学館
22801,犬夜叉 4,Rumiko Takahashi,4.29,4091252044,9784091252043,jpn,192,15,0,12/10/1997,小学館,犬夜叉 4,rumiko takahashi,小学館,犬夜叉 4 rumiko takahashi 小学館
22802,犬夜叉 22,Rumiko Takahashi,4.25,4091256422,9784091256423,jpn,192,13,1,8/9/2001,小学館,犬夜叉 22,rumiko takahashi,小学館,犬夜叉 22 rumiko takahashi 小学館
22803,犬夜叉 26,Rumiko Takahashi,4.28,4091256465,9784091256461,jpn,192,11,1,6/18/2002,小学館,犬夜叉 26,rumiko takahashi,小学館,犬夜叉 26 rumiko takahashi 小学館
22804,犬夜叉 12,Rumiko Takahashi,4.25,4091255825,9784091255822,jpn,192,13,0,9/18/1999,小学館,犬夜叉 12,rumiko takahashi,小学館,犬夜叉 12 rumiko takahashi 小学館
22805,犬夜叉 17,Rumiko Takahashi,4.25,4091255876,9784091255877,jpn,192,14,1,8/9/2000,小学館,犬夜叉 17,rumiko takahashi,小学館,犬夜叉 17 rumiko takahashi 小学館
22807,犬夜叉 14,Rumiko Takahashi,4.3,4091255841,9784091255846,jpn,192,13,1,2/18/2000,小学館,犬夜叉 14,rumiko takahashi,小学館,犬夜叉 14 rumiko takahashi 小学館
22816,犬夜叉 10,Rumiko Takahashi,4.28,4091252109,9784091252104,jpn,192,15,0,4/17/1999,小学館,犬夜叉 10,rumiko takahashi,小学館,犬夜叉 10 rumiko takahashi 小学館
22817,犬夜叉 1,Rumiko Takahashi,4.27,409125201X,9784091252012,jpn,192,41,3,4/18/1997,小学館,犬夜叉 1,rumiko takahashi,小学館,犬夜叉 1 rumiko takahashi 小学館
22820,犬夜叉  27,Rumiko Takahashi,4.28,4091256473,9784091256478,jpn,192,12,1,9/18/2002,小学館,犬夜叉 27,rumiko takahashi,小学館,犬夜叉 27 rumiko takahashi 小学館
22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,1569311935,9781569311936,en-US,216,32,1,3/8/1997,Viz Media,the return of lum volume 3 sweet revenge urusei yatsura 4,rumiko takahashi,viz media,the return of lum volume 3 sweet revenge urusei yatsura 4 rumiko takahashi viz media
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,9781569312100,en-US,200,27,0,12/6/1997,Viz Media,the return of lum volume 5 feudal furor urusei yatsura 6,rumiko takahashi,viz media,the return of lum volume 5 feudal furor urusei yatsura 6 rumiko takahashi viz media
22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi,4.08,8484497283,9788484497288,spa,416,38,0,8/30/2005,Glénat,lamu urusei yatsura 3,rumiko takahashi,glénat,lamu urusei yatsura 3 rumiko takahashi glénat
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,1569310351,9781569310359,eng,208,72,4,6/5/1995,Viz Media,the return of lum volume 1 urusei yatsura urusei yatsura 2,rumiko takahashi,viz media,the return of lum volume 1 urusei yatsura urusei yatsura 2 rumiko takahashi viz media
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,156931019X,9781569310199,en-US,400,131,7,6/5/1997,Viz Media,lum urusei yatsura perfect collection urusei yatsura 1,rumiko takahashi,viz media,lum urusei yatsura perfect collection urusei yatsura 1 rumiko takahashi viz media
22834,らんま½ 12,Rumiko Takahashi,4.06,409126512X,9784091265128,jpn,176,0,0,9/18/2002,小学館 [Shōgakukan],らんま½ 12,rumiko takahashi,小学館 sho gakukan,らんま½ 12 rumiko takahashi 小学館 sho gakukan
22835,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,4.11,1591162866,9781591162865,eng,200,1102,19,8/17/2004,VIZ Media LLC,ranma 1 2 vol 12 ranma ½ us 2nd 12,rumiko takahashi,viz media llc,ranma 1 2 vol 12 ranma ½ us 2nd 12 rumiko takahashi viz media llc
22861,Your and My Secret  Vol. 1,Ai Morinaga,3.54,1413901433,9781413901436,eng,174,406,31,7/6/2004,ADV Manga,your and my secret vol 1,ai morinaga,adv manga,your and my secret vol 1 ai morinaga adv manga
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,0345459849,9780345459848,eng,672,11246,148,6/3/2003,Del Rey,a man rides through mordant s need 2,stephen r donaldson,del rey,a man rides through mordant s need 2 stephen r donaldson del rey
22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,0006163831,9780006163831,en-GB,479,174,3,11/18/1996,Fontana,the one tree the second chronicles of thomas covenant 2,stephen r donaldson,fontana,the one tree the second chronicles of thomas covenant 2 stephen r donaldson fontana
22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,4.15,0553071793,9780553071795,eng,617,4544,69,6/1/1994,Spectra,the gap into madness chaos and order gap 4,stephen r donaldson,spectra,the gap into madness chaos and order gap 4 stephen r donaldson spectra
22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,0553297600,9780553297607,en-US,480,5020,101,7/21/2010,Bantam,the gap into vision forbidden knowledge gap 2,stephen r donaldson,bantam,the gap into vision forbidden knowledge gap 2 stephen r donaldson bantam
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,0345418476,9780345418470,eng,496,15389,109,6/23/1997,Del Rey,the one tree the second chronicles of thomas covenant 2,stephen r donaldson,del rey,the one tree the second chronicles of thomas covenant 2 stephen r donaldson del rey
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,0553562606,9780553562606,eng,518,5460,89,10/21/2009,Spectra,the gap into power a dark and hungry god arises gap 3,stephen r donaldson,spectra,the gap into power a dark and hungry god arises gap 3 stephen r donaldson spectra
22883,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,1421513684,9781421513683,eng,192,494,40,8/7/2007,VIZ Media LLC,pretty face vol 1,yasuhiro kano,viz media llc,pretty face vol 1 yasuhiro kano viz media llc
22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,9781889963853,eng,80,2,0,3/1/2006,University of Alaska Press,not just a pretty face dolls and human figurines in alaska native cultures,molly c lee angela j linn chase hensel james h barker,university of alaska press,not just a pretty face dolls and human figurines in alaska native cultures molly c lee angela j linn chase hensel james h barker university of alaska press
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,0373255594,9780373255597,eng,215,17,1,7/23/1993,Harlequin Temptation,just another pretty face hollywood dynasty 2,candace schuler,harlequin temptation,just another pretty face hollywood dynasty 2 candace schuler harlequin temptation
22889,Skylight Confessions,Alice Hoffman,3.64,0316058785,9780316058780,eng,264,6754,744,1/1/2007,Little Brown and Company,skylight confessions,alice hoffman,little brown and company,skylight confessions alice hoffman little brown and company
22892,The Foretelling,Alice Hoffman,3.84,0316154091,9780316154093,eng,182,2646,247,9/1/2006,Little  Brown Books for Young Readers,the foretelling,alice hoffman,little brown books for young readers,the foretelling alice hoffman little brown books for young readers
22893,Incantation,Alice Hoffman,3.88,0316010197,9780316010191,eng,166,5653,800,10/1/2006,Little  Brown Books for Young Readers,incantation,alice hoffman,little brown books for young readers,incantation alice hoffman little brown books for young readers
22896,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,0425190374,9780425190371,eng,286,54261,4232,8/5/2003,Penguin,practical magic practical magic 1,alice hoffman,penguin,practical magic practical magic 1 alice hoffman penguin
22898,The Probable Future,Alice Hoffman,3.83,0345455916,9780345455918,eng,352,11910,965,6/1/2004,Ballantine Books,the probable future,alice hoffman,ballantine books,the probable future alice hoffman ballantine books
22904,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,4.35,0805210555,9780805210552,eng,486,20028,381,11/14/1995,Schocken,the complete stories,franz kafka nahum n glatzer john updike willa muir edwin muir tania stern james stern ernst kaiser eithne wilkins,schocken,the complete stories franz kafka nahum n glatzer john updike willa muir edwin muir tania stern james stern ernst kaiser eithne wilkins schocken
22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,0805210644,9780805210644,eng,336,17981,522,7/2/1996,Schocken,amerika,franz kafka willa muir edwin muir klaus mann e l doctorow,schocken,amerika franz kafka willa muir edwin muir klaus mann e l doctorow schocken
22912,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,0679423036,9780679423034,eng,566,445,30,10/26/1993,Knopf,collected stories,franz kafka willa muir edwin muir gabriel josipovici,knopf,collected stories franz kafka willa muir edwin muir gabriel josipovici knopf
22913,Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,4.17,0816615152,9780816615155,eng,136,1287,45,10/31/1986,Univ Of Minnesota Press,kafka toward a minor literature,gilles deleuze félix guattari franz kafka,univ of minnesota press,kafka toward a minor literature gilles deleuze félix guattari franz kafka univ of minnesota press
22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,0393058484,9780393058482,eng,462,3132,103,9/17/2004,W. W. Norton  Company,the annotated brothers grimm,jacob grimm wilhelm grimm maria tatar a s byatt george cruikshank paul hey walter crane warwick goble kay nielsen arthur rackham,w w norton company,the annotated brothers grimm jacob grimm wilhelm grimm maria tatar a s byatt george cruikshank paul hey walter crane warwick goble kay nielsen arthur rackham w w norton company
22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,4.3,0517229250,9780517229255,en-US,680,4420,165,10/3/2006,Gramercy Books,the complete brothers grimm fairy tales,jacob grimm wilhelm grimm,gramercy books,the complete brothers grimm fairy tales jacob grimm wilhelm grimm gramercy books
22916,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,0553382160,9780553382167,eng,762,877,55,1/1/2003,Bantam,the complete fairy tales of the brothers grimm,jacob grimm wilhelm grimm jack d zipes johnny gruelle,bantam,the complete fairy tales of the brothers grimm jacob grimm wilhelm grimm jack d zipes johnny gruelle bantam
22931,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,0515130990,9780515130997,en-US,295,1421,68,7/1/2001,Jove,beyond innocence beyond duet 1,emma holly,jove,beyond innocence beyond duet 1 emma holly jove
22932,Emma  Vol. 01,Kaoru Mori/森 薫,3.83,1401211321,9781401211325,eng,183,3515,339,9/20/2006,CMX,emma vol 01,kaoru mori 森 薫,cmx,emma vol 01 kaoru mori 森 薫 cmx
22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,0812551249,9780812551242,en-GB,399,1,0,2/1/2004,Tor Fantasy,drum into silence drums of chaos 3,jo clayton kevin andrew murphy,tor fantasy,drum into silence drums of chaos 3 jo clayton kevin andrew murphy tor fantasy
22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,3.74,0886776171,9780886776176,eng,368,35,0,9/1/1994,DAW,dance down the stars duel of sorcery dancer 3,jo clayton,daw,dance down the stars duel of sorcery dancer 3 jo clayton daw
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,0812551230,9780812551235,eng,341,29,1,7/1/1998,Tor Books,drum calls drums of chaos 2,jo clayton,tor books,drum calls drums of chaos 2 jo clayton tor books
22948,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,3.87,0886776503,9780886776503,eng,352,63,2,5/1/1995,DAW,fire in the sky diadem shadowsong 1,jo clayton,daw,fire in the sky diadem shadowsong 1 jo clayton daw
22950,Quester's Endgame,Jo Clayton,3.98,0886771382,9780886771386,eng,372,159,6,7/1/1986,DAW,quester s endgame,jo clayton,daw,quester s endgame jo clayton daw
22951,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,3.99,0886774675,9780886774677,eng,400,68,1,4/1/1991,DAW,shadowkill diadem shadith s quest 3,jo clayton jo clayton,daw,shadowkill diadem shadith s quest 3 jo clayton jo clayton daw
22966,Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,4.22,1400040353,9781400040353,eng,448,532,23,11/23/2004,Knopf Publishing Group,lidia s family table,lidia matticchio bastianich david nussbaum christopher hirsheimer,knopf publishing group,lidia s family table lidia matticchio bastianich david nussbaum christopher hirsheimer knopf publishing group
22967,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4.21,1400040361,9781400040360,en-US,384,637,24,4/10/2007,Knopf Publishing Group,lidia s italy,lidia matticchio bastianich tanya bastianich manuali david nussbaum christopher hirsheimer,knopf publishing group,lidia s italy lidia matticchio bastianich tanya bastianich manuali david nussbaum christopher hirsheimer knopf publishing group
22969,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,4.14,0767914228,9780767914222,en-GB,288,48,3,4/8/2003,Clarkson Potter,la cucina di lidia recipes and memories from italy s adriatic coast,lidia matticchio bastianich jay jacobs,clarkson potter,la cucina di lidia recipes and memories from italy s adriatic coast lidia matticchio bastianich jay jacobs clarkson potter
22991,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,3.84,1559360801,9781559360807,en-US,160,885,32,5/1/1994,Theatre Communications Group,blood wedding and yerma,federico garcía lorca w s merwin langston hughes,theatre communications group,blood wedding and yerma federico garcía lorca w s merwin langston hughes theatre communications group
22994,Selected Verse,Federico García Lorca/Christopher Maurer,4.43,0374528551,9780374528553,eng,432,189,14,6/9/2004,Farrar  Straus and Giroux,selected verse,federico garcía lorca christopher maurer,farrar straus and giroux,selected verse federico garcía lorca christopher maurer farrar straus and giroux
23000,Operation Wandering Soul,Richard Powers,3.61,006097611X,9780060976118,eng,352,379,33,4/2/2002,Harper Perennial,operation wandering soul,richard powers,harper perennial,operation wandering soul richard powers harper perennial
23001,Galatea 2.2,Richard Powers,3.72,0312423136,9780312423131,eng,329,2155,191,1/1/2004,Picador,galatea 2 2,richard powers,picador,galatea 2 2 richard powers picador
23002,Three Farmers on Their Way to a Dance,Richard Powers,3.82,0060975091,9780060975098,eng,352,742,49,12/1/1994,Harper Perennial,three farmers on their way to a dance,richard powers,harper perennial,three farmers on their way to a dance richard powers harper perennial
23003,Christian Theology: An Introduction,Alister E. McGrath,4.04,1405153601,9781405153607,eng,534,1178,48,11/13/2006,Blackwell Publishers,christian theology an introduction,alister e mcgrath,blackwell publishers,christian theology an introduction alister e mcgrath blackwell publishers
23007,The Time of Our Singing,Richard Powers,4.25,0099453835,9780099453833,eng,631,1836,245,2/5/2004,Vintage,the time of our singing,richard powers,vintage,the time of our singing richard powers vintage
23009,The Christian Theology Reader,Alister E. McGrath,4.17,140515358X,9781405153584,eng,744,244,11,9/1/2006,Blackwell Publishers,the christian theology reader,alister e mcgrath,blackwell publishers,the christian theology reader alister e mcgrath blackwell publishers
23010,Prisoner's Dilemma,Richard Powers,3.87,0060977086,9780060977085,en-US,352,543,45,4/2/2002,Harper Perennial,prisoner s dilemma,richard powers,harper perennial,prisoner s dilemma richard powers harper perennial
23011,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,3.97,0385722168,9780385722162,eng,354,515,76,2/19/2002,Anchor,in the beginning the story of the king james bible and how it changed a nation a language and a culture,alister e mcgrath,anchor,in the beginning the story of the king james bible and how it changed a nation a language and a culture alister e mcgrath anchor
23013,Gain,Richard Powers,3.77,0099284464,9780099284468,eng,355,710,54,11/1/2001,Vintage,gain,richard powers,vintage,gain richard powers vintage
23017,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,3.77,0029227968,9780029227961,eng,384,293,17,3/1/1991,Free Press,presidential power and the modern presidents the politics of leadership from roosevelt to reagan,richard e neustadt,free press,presidential power and the modern presidents the politics of leadership from roosevelt to reagan richard e neustadt free press
23022,The Grotesque,Patrick McGrath,3.62,0679776214,9780679776215,eng,178,815,58,1/28/1997,Vintage,the grotesque,patrick mcgrath,vintage,the grotesque patrick mcgrath vintage
23023,Port Mungo,Patrick McGrath,3.32,1400075483,9781400075485,eng,242,412,36,6/14/2005,Vintage,port mungo,patrick mcgrath,vintage,port mungo patrick mcgrath vintage
23032,Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,3.39,0618506918,9780618506910,eng,528,23,4,3/17/2005,Heinle,entre amis an interactive approach,michael d oates larbi oukada,heinle,entre amis an interactive approach michael d oates larbi oukada heinle
23036,Experience,Martin Amis,3.96,0099285827,9780099285823,eng,401,71,5,4/5/2001,Vintage,experience,martin amis,vintage,experience martin amis vintage
23037,Heavy Water and Other Stories,Martin Amis,3.39,037570115X,9780375701153,eng,208,1071,49,3/14/2000,Vintage,heavy water and other stories,martin amis,vintage,heavy water and other stories martin amis vintage
23042,Visiting Mrs Nabokov and Other Excursions,Martin Amis,3.7,0099461870,9780099461876,eng,288,545,16,4/7/2005,Vintage,visiting mrs nabokov and other excursions,martin amis,vintage,visiting mrs nabokov and other excursions martin amis vintage
23045,Intimacy And Other Stories,Hanif Kureishi,3.58,057121200X,9780571212002,eng,205,46,3,7/9/2001,Faber and Faber,intimacy and other stories,hanif kureishi,faber and faber,intimacy and other stories hanif kureishi faber and faber
23046,The Buddha of Suburbia,Hanif Kureishi,3.73,0571200435,9780571200436,en-US,284,384,25,4/5/2000,Faber and Faber,the buddha of suburbia,hanif kureishi,faber and faber,the buddha of suburbia hanif kureishi faber and faber
23056,Image-Music-Text,Roland Barthes/Stephen Heath,4.1,0006861350,9780006861355,eng,220,3209,41,9/13/1993,Fontana Press,image music text,roland barthes stephen heath,fontana press,image music text roland barthes stephen heath fontana press
23057,Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,3.97,0795000375,9780795000379,eng,119,75,5,6/1/2001,Hill and Wang,camera lucida reflections on photography,roland barthes richard howard,hill and wang,camera lucida reflections on photography roland barthes richard howard hill and wang
23060,The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,3.54,0520071778,9780520071773,eng,351,228,10,7/25/1990,University of California Press,the fashion system,roland barthes matthew ward richard howard,university of california press,the fashion system roland barthes matthew ward richard howard university of california press
23061,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,3.95,0520072383,9780520072381,eng,320,93,3,2/7/1991,University of California Press,the responsibility of forms critical essays on music art and representation,roland barthes richard howard,university of california press,the responsibility of forms critical essays on music art and representation roland barthes richard howard university of california press
23063,The Pleasure of the Text,Roland Barthes/Richard Miller,4.02,0224011871,9780224011877,eng,80,19,1,2/12/1976,Jonathan Cape,the pleasure of the text,roland barthes richard miller,jonathan cape,the pleasure of the text roland barthes richard miller jonathan cape
23065,How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,3.85,0099428636,9780099428633,eng,229,110,12,4/16/2001,Vintage,how to travel with a salmon other essays,umberto eco william weaver,vintage,how to travel with a salmon other essays umberto eco william weaver vintage
23066,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,0151001367,9780151001361,eng,248,3532,153,12/1/1994,Houghton Mifflin,how to travel with a salmon and other essays,umberto eco william weaver,houghton mifflin,how to travel with a salmon and other essays umberto eco william weaver houghton mifflin
23080,Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,4.12,2253033138,9782253033134,fre,755,745,49,11/2/1983,Le Livre de Poche,le nom de la rose,umberto eco jean noël schifano,le livre de poche,le nom de la rose umberto eco jean noël schifano le livre de poche
23114,Os libros arden mal,Manuel Rivas,3.36,849782461X,9788497824613,glg,741,36,2,6/24/2006,Edicións Xerais de Galicia  S.A.,os libros arden mal,manuel rivas,edicións xerais de galicia s a,os libros arden mal manuel rivas edicións xerais de galicia s a
23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9781585420827,eng,320,228,12,3/5/2001,Tarcher,the age of access the new culture of hypercapitalism where all of life is a paid for experience,jeremy rifkin ralph fowler,tarcher,the age of access the new culture of hypercapitalism where all of life is a paid for experience jeremy rifkin ralph fowler tarcher
23183,The Book of Questions,Pablo Neruda/William O'Daly,4.04,1556591608,9781556591600,eng,96,2180,224,4/1/2001,Copper Canyon Press,the book of questions,pablo neruda william o daly,copper canyon press,the book of questions pablo neruda william o daly copper canyon press
23186,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,3.78,1570915067,9781570915062,spa,32,4,1,7/1/2002,Charlesbridge,bugs for lunch insectos para el almuerzo,margery facklam sylvia long liliana valenzuela,charlesbridge,bugs for lunch insectos para el almuerzo margery facklam sylvia long liliana valenzuela charlesbridge
